biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN03197232	GCA_001062555.1	Homo sapiens	PRJNA267549	strain=1264_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/555/GCA_001062555.1_ASM106255v1
SAMN03197230	GCA_001061375.1	Homo sapiens	PRJNA267549	strain=1262_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/375/GCA_001061375.1_ASM106137v1
SAMN03197229	GCA_001062495.1	Homo sapiens	PRJNA267549	strain=1261_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/495/GCA_001062495.1_ASM106249v1
SAMN03197228	GCA_001060705.1	Homo sapiens	PRJNA267549	strain=1260_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/705/GCA_001060705.1_ASM106070v1
SAMN03197226	GCA_001062485.1	Homo sapiens	PRJNA267549	strain=1259_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/485/GCA_001062485.1_ASM106248v1
SAMN03197225	GCA_001062475.1	Homo sapiens	PRJNA267549	strain=1258_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/475/GCA_001062475.1_ASM106247v1
SAMN03197224	GCA_001061355.1	Homo sapiens	PRJNA267549	strain=1257_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/355/GCA_001061355.1_ASM106135v1
SAMN03197222	GCA_001062455.1	Homo sapiens	PRJNA267549	strain=1255_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/455/GCA_001062455.1_ASM106245v1
SAMN03197211	GCA_001060665.1	Homo sapiens	PRJNA267549	strain=1245_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/665/GCA_001060665.1_ASM106066v1
SAMN03197193	GCA_001060615.1	Homo sapiens	PRJNA267549	strain=1229_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/615/GCA_001060615.1_ASM106061v1
SAMN03197191	GCA_001062355.1	Homo sapiens	PRJNA267549	strain=1227_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/355/GCA_001062355.1_ASM106235v1
SAMN03197178	GCA_001061235.1	Homo sapiens	PRJNA267549	strain=1215_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/235/GCA_001061235.1_ASM106123v1
SAMN03197177	GCA_001060575.1	Homo sapiens	PRJNA267549	strain=1214_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/575/GCA_001060575.1_ASM106057v1
SAMN03197155	GCA_001062275.1	Homo sapiens	PRJNA267549	strain=1195_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/275/GCA_001062275.1_ASM106227v1
SAMN03197154	GCA_001060535.1	Homo sapiens	PRJNA267549	strain=1194_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/535/GCA_001060535.1_ASM106053v1
SAMN03197153	GCA_001060505.1	Homo sapiens	PRJNA267549	strain=1193_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/505/GCA_001060505.1_ASM106050v1
SAMN03197139	GCA_001061135.1	Homo sapiens	PRJNA267549	strain=1181_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/135/GCA_001061135.1_ASM106113v1
SAMN03197136	GCA_001062195.1	Homo sapiens	PRJNA267549	strain=1179_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/195/GCA_001062195.1_ASM106219v1
SAMN03197131	GCA_001062155.1	Homo sapiens	PRJNA267549	strain=1174_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/155/GCA_001062155.1_ASM106215v1
SAMN03197115	GCA_001062115.1	Homo sapiens	PRJNA267549	strain=1159_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/115/GCA_001062115.1_ASM106211v1
SAMN03197114	GCA_001060415.1	Homo sapiens	PRJNA267549	strain=1158_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/415/GCA_001060415.1_ASM106041v1
SAMN03197112	GCA_001061155.1	Homo sapiens	PRJNA267549	strain=1156_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/155/GCA_001061155.1_ASM106115v1
SAMN03197111	GCA_001062075.1	Homo sapiens	PRJNA267549	strain=1155_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/075/GCA_001062075.1_ASM106207v1
SAMN03197094	GCA_001061075.1	Homo sapiens	PRJNA267549	strain=1139.rep2_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/075/GCA_001061075.1_ASM106107v1
SAMN03197093	GCA_001062035.1	Homo sapiens	PRJNA267549	strain=1139.rep1_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/035/GCA_001062035.1_ASM106203v1
SAMN03197086	GCA_001062005.1	Homo sapiens	PRJNA267549	strain=1132_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/005/GCA_001062005.1_ASM106200v1
SAMN03197080	GCA_001061995.1	Homo sapiens	PRJNA267549	strain=1125_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/995/GCA_001061995.1_ASM106199v1
SAMN03197077	GCA_001061065.1	Homo sapiens	PRJNA267549	strain=1122_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/065/GCA_001061065.1_ASM106106v1
SAMN03197076	GCA_001061965.1	Homo sapiens	PRJNA267549	strain=1121_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/965/GCA_001061965.1_ASM106196v1
SAMN03197075	GCA_001061035.1	Homo sapiens	PRJNA267549	strain=1120_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/035/GCA_001061035.1_ASM106103v1
SAMN03197061	GCA_001060985.1	Homo sapiens	PRJNA267549	strain=1099_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/985/GCA_001060985.1_ASM106098v1
SAMN03197058	GCA_001061955.1	Homo sapiens	PRJNA267549	strain=1096_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/955/GCA_001061955.1_ASM106195v1
SAMN03197057	GCA_001060265.1	Homo sapiens	PRJNA267549	strain=1095_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/265/GCA_001060265.1_ASM106026v1
SAMN03197054	GCA_001061935.1	Homo sapiens	PRJNA267549	strain=1091_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/935/GCA_001061935.1_ASM106193v1
SAMN03197051	GCA_001060995.1	Homo sapiens	PRJNA267549	strain=1089_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/995/GCA_001060995.1_ASM106099v1
SAMN03197041	GCA_001061855.1	Homo sapiens	PRJNA267549	strain=1078_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/855/GCA_001061855.1_ASM106185v1
SAMN03197040	GCA_001060975.1	Homo sapiens	PRJNA267549	strain=1077_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/975/GCA_001060975.1_ASM106097v1
SAMN03197039	GCA_001060955.1	Homo sapiens	PRJNA267549	strain=1076_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/955/GCA_001060955.1_ASM106095v1
SAMN03197038	GCA_001060905.1	Homo sapiens	PRJNA267549	strain=1075_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/905/GCA_001060905.1_ASM106090v1
SAMN03197037	GCA_001060915.1	Homo sapiens	PRJNA267549	strain=1074_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/915/GCA_001060915.1_ASM106091v1
SAMN03197036	GCA_001060255.1	Homo sapiens	PRJNA267549	strain=1073_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/255/GCA_001060255.1_ASM106025v1
SAMN03197034	GCA_001060225.1	Homo sapiens	PRJNA267549	strain=1071_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/225/GCA_001060225.1_ASM106022v1
SAMN03196998	GCA_001060095.1	Homo sapiens	PRJNA267549	strain=1033_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/095/GCA_001060095.1_ASM106009v1
SAMN03196994	GCA_001060125.1	Homo sapiens	PRJNA267549	strain=103_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/125/GCA_001060125.1_ASM106012v1
SAMN03196980	GCA_001060135.1	Homo sapiens	PRJNA267549	strain=1018_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/135/GCA_001060135.1_ASM106013v1
SAMN03196979	GCA_001060875.1	Homo sapiens	PRJNA267549	strain=1017_SAUR	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/060/875/GCA_001060875.1_ASM106087v1
SAMN03196978	GCA_001061735.1	Homo sapiens	PRJNA267549	strain=1016_SAUR	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/735/GCA_001061735.1_ASM106173v1
SAMN02767090	GCA_001045795.2	Homo sapiens	PRJNA246373	strain=CA12	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/795/GCA_001045795.2_ASM104579v2
SAMN02780904	GCA_001045775.1	Homo sapiens	PRJNA247773	strain=HUV03	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/775/GCA_001045775.1_ASM104577v1
SAMN02780902	GCA_001046265.1	Homo sapiens	PRJNA247772	strain=HUV07	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/265/GCA_001046265.1_ASM104626v1
SAMN02780897	GCA_001046255.1	Homo sapiens	PRJNA247764	strain=HUV01	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/255/GCA_001046255.1_ASM104625v1
SAMN02780896	GCA_001046035.1	Homo sapiens	PRJNA247762	strain=V1859	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/035/GCA_001046035.1_ASM104603v1
SAMN02777948	GCA_001046055.1	Homo sapiens	PRJNA247693	strain=CA14	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/055/GCA_001046055.1_ASM104605v1
SAMN02777947	GCA_001046015.1	Homo sapiens	PRJNA247692	strain=CA17	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/015/GCA_001046015.1_ASM104601v1
SAMN02777946	GCA_001045745.1	Homo sapiens	PRJNA247691	strain=M120	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/745/GCA_001045745.1_ASM104574v1
SAMN02777080	GCA_001045975.1	Homo sapiens	PRJNA247403	strain=M109	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/975/GCA_001045975.1_ASM104597v1
SAMN02777079	GCA_001045955.1	Homo sapiens	PRJNA247401	strain=E404	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/955/GCA_001045955.1_ASM104595v1
SAMN02777076	GCA_001045935.1	Homo sapiens	PRJNA247399	strain=C329	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/935/GCA_001045935.1_ASM104593v1
SAMN02777075	GCA_001045905.1	Homo sapiens	PRJNA247398	strain=C186	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/905/GCA_001045905.1_ASM104590v1
SAMN02777062	GCA_001045895.1	Homo sapiens	PRJNA247396	strain=C1058	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/895/GCA_001045895.1_ASM104589v1
SAMN02777053	GCA_001045715.1	Homo sapiens	PRJNA247391	strain=C679	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/715/GCA_001045715.1_ASM104571v1
SAMN02777051	GCA_001045855.1	Homo sapiens	PRJNA247386	strain=C1675	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/855/GCA_001045855.1_ASM104585v1
SAMN02777049	GCA_001045725.1	Homo sapiens	PRJNA247382	strain=E1470	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/725/GCA_001045725.1_ASM104572v1
SAMN02777035	GCA_001045865.1	Homo sapiens	PRJNA247380	strain=E396	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/865/GCA_001045865.1_ASM104586v1
SAMN02777033	GCA_001045835.1	Homo sapiens	PRJNA247376	strain=C1667	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/835/GCA_001045835.1_ASM104583v1
SAMN02777001	GCA_001045805.1	Homo sapiens	PRJNA247361	strain=C123	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/805/GCA_001045805.1_ASM104580v1
SAMN02767311	GCA_001045995.2	Homo sapiens	PRJNA246401	strain=HUV05	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/995/GCA_001045995.2_ASM104599v2
SAMN03301669	GCA_001184345.2	Homo sapiens	PRJNA273902	strain=V1127	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/184/345/GCA_001184345.2_ASM118434v2
SAMN02767179	GCA_001021895.1	Homo sapiens	PRJNA246386	strain=CA15	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/895/GCA_001021895.1_ASM102189v1
SAMN02746692	GCA_001021875.1	Homo sapiens	PRJNA246311	strain=M121	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/875/GCA_001021875.1_ASM102187v1
SAMN03699895	GCA_001027045.1	Homo sapiens	PRJNA284222	strain=RKI4	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/045/GCA_001027045.1_ASM102704v1
SAMN02603905	GCA_000204665.1	Homo sapiens	PRJNA65323	strain=T0131	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/665/GCA_000204665.1_ASM20466v1
SAMN02603886	GCA_000239235.1	Homo sapiens	PRJNA78269	strain=11819-97	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/235/GCA_000239235.1_ASM23923v1
SAMN02603524	GCA_000418345.1	Homo sapiens	PRJNA196937	strain=Bmb9393	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/345/GCA_000418345.1_ASM41834v1
SAMN02597435	GCA_000512545.1	Homo sapiens	PRJNA231226	strain=MUM475	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/545/GCA_000512545.1_Staphaur1.0
SAMN02597434	GCA_000512525.1	Homo sapiens	PRJNA231225	strain=MUM270	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/525/GCA_000512525.1_Staphaur1.0
SAMN02597433	GCA_000512505.1	Homo sapiens	PRJNA231224	strain=MUF256	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/505/GCA_000512505.1_Staphaur1.0
SAMN02597330	GCA_000516935.1	Homo sapiens	PRJNA207032	strain=ST772-MRSA-V	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/935/GCA_000516935.1_ST772-1.0
SAMN02471423	GCA_000336595.1	Homo sapiens	PRJNA174843	strain=KT/Y21	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/595/GCA_000336595.1_KTY21Sta1.0
SAMN02471422	GCA_000336515.1	Homo sapiens	PRJNA174844	strain=KT/314250	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/515/GCA_000336515.1_KT3Sta1.0
SAMN02471407	GCA_000312985.1	Homo sapiens	PRJNA175857	strain=PPUKM-332-2009	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/985/GCA_000312985.1_Staaur_18
SAMN02471406	GCA_000312965.1	Homo sapiens	PRJNA175856	strain=PPUKM-261-2009	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/965/GCA_000312965.1_Staaur_17
SAMN02471405	GCA_000313025.1	Homo sapiens	PRJNA175858	strain=PPUKM-377-2009	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/025/GCA_000313025.1_Staaur_19
SAMN02471404	GCA_000313005.1	Homo sapiens	PRJNA175859	strain=PPUKM-775-2009	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/005/GCA_000313005.1_Staaur_20
SAMN02469896	GCA_000496095.1	Homo sapiens	PRJNA124067	strain=PSP1996	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/095/GCA_000496095.1_PSP1996-4.0
SAMN02469814	GCA_000455725.2	Homo sapiens	PRJNA207810	strain=S1	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/725/GCA_000455725.2_S1v1
SAMN02469813	GCA_000443285.1	Homo sapiens	PRJNA207815	strain=S94	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/285/GCA_000443285.1_S94v1
SAMN02469812	GCA_000443245.1	Homo sapiens	PRJNA207811	strain=S130	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/245/GCA_000443245.1_S130v1
SAMN02469811	GCA_000443265.1	pig	PRJNA207812	strain=S123	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/265/GCA_000443265.1_S123v1
SAMN02469810	GCA_000443125.1	Homo sapiens	PRJNA207814	strain=S100	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/125/GCA_000443125.1_S100v1
SAMN02435813	GCA_000307695.1	Homo sapiens	PRJNA175466	strain=M2	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/695/GCA_000307695.1_ASM30769v1
SAMN03103724	GCA_000827155.1	Pig	PRJNA263555	strain=K12PJN53	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/155/GCA_000827155.1_ASM82715v1
SAMN02690781	GCA_000597965.1	Homo sapiens	PRJNA240093	strain=502A	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/965/GCA_000597965.1_ASM59796v1
SAMN02644479	GCA_000647735.1	Homo sapiens	PRJNA238409	strain=SA0519	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/735/GCA_000647735.1_Sau05191.0
SAMN02644478	GCA_000647755.1	Homo sapiens	PRJNA238408	strain=SA0520	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/755/GCA_000647755.1_Sau0520641
SAMN02644477	GCA_000647715.1	Homo sapiens	PRJNA238407	strain=SA0521	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/715/GCA_000647715.1_Sau052117641
SAMN02644450	GCA_000647695.1	Homo sapiens	PRJNA238401	strain=SA0518	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/695/GCA_000647695.1_SAU05181.0
SAMN02593745	GCA_000534855.1	Homo sapiens	PRJNA236068	strain=300-169	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/855/GCA_000534855.1_Saureus300-169
SAMN02585134	GCA_000978745.1	Homo sapiens	PRJNA235251	strain=LCT-SAS	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/745/GCA_000978745.1_ASM97874v1
SAMN02585133	GCA_000978725.1	Homo sapiens	PRJNA235250	strain=LCT-SAM	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/725/GCA_000978725.1_ASM97872v1
SAMN02585132	GCA_000978715.1	Homo sapiens	PRJNA235248	strain=LCT-SAG	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/715/GCA_000978715.1_ASM97871v1
SAMN02585131	GCA_000978705.1	Homo sapiens	PRJNA235239	strain=LCT-SAO	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/705/GCA_000978705.1_ASM97870v1
SAMN03481073	GCA_000981055.1	Oryctolagus cuniculus	PRJNA280939	strain=sp17	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/055/GCA_000981055.1_ASM98105v1
SAMN00001499	GCA_000160195.1	Homo sapiens	PRJNA31533	strain=MN8	Chromosome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/195/GCA_000160195.1_ASM16019v1
SAMN03365925	GCA_000953985.1	Homo sapiens	PRJNA276072	strain=LHSKBClinical	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/985/GCA_000953985.1_ASM95398v1
SAMN00189156	GCA_000187145.1	Homo sapiens	PRJNA47281	strain=MRSA131	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/145/GCA_000187145.1_ASM18714v1
SAMN00117207	GCA_000146385.1	Homo sapiens	PRJNA50533	strain=ATCC BAA-39	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/385/GCA_000146385.1_ASM14638v1
SAMN02947221	GCA_000739205.1	Homo sapiens	PRJNA255947	strain=NGS-ED-1006	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/205/GCA_000739205.1_ASM73920v1
SAMN00189157	GCA_000187165.1	Homo sapiens	PRJNA47283	strain=MRSA177	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/165/GCA_000187165.1_ASM18716v1
SAMN03253089	GCA_000932245.1	Homo sapiens	PRJNA269214	strain=P180	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/932/245/GCA_000932245.1_ASM93224v1
SAMN03253057	GCA_000932275.1	Homo sapiens	PRJNA269212	strain=P151	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/932/275/GCA_000932275.1_ASM93227v1
SAMN00001491	GCA_000153665.1	Homo sapiens	PRJNA19921	strain=USA300_TCH959	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/665/GCA_000153665.1_ASM15366v1
SAMN02665331	GCA_000590395.1	Homo sapiens	PRJNA239406	strain=CUHK_HK188	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/395/GCA_000590395.1_1st_version_of_the_MRSA_CUHK_HK188
SAMN02403937	GCA_000594965.1	Homo sapiens	PRJNA228477	strain=DAR116	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/594/965/GCA_000594965.1_Stap_aure_DAR116_V1
SAMN02391272	GCA_000639435.1	Sus scrofa	PRJNA226398	strain=M520-1	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/435/GCA_000639435.1_Stap_aure_M520-1_V1
SAMN02391271	GCA_000639415.1	Meleagris gallopavo	PRJNA226397	strain=M457-1	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/415/GCA_000639415.1_Stap_aure_M457-1_V1
SAMN02391270	GCA_000639395.1	Gallus gallus	PRJNA226396	strain=M357	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/395/GCA_000639395.1_Stap_aure_M357_V1
SAMN02391269	GCA_000639375.1	Gallus gallus	PRJNA226395	strain=M267-1	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/375/GCA_000639375.1_Stap_aure_M267-1_V1
SAMN02360971	GCA_000573085.1	Homo sapiens	PRJNA220164	strain=M1337	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/085/GCA_000573085.1_Stap_aure_M1337_V1
SAMN02360970	GCA_000573105.1	Homo sapiens	PRJNA220163	strain=M1336	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/105/GCA_000573105.1_Stap_aure_M1336_V1
SAMN02360969	GCA_000573125.1	Homo sapiens	PRJNA220162	strain=M1334	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/125/GCA_000573125.1_Stap_aure_M1334_V1
SAMN02360967	GCA_000593385.1	Homo sapiens	PRJNA220160	strain=M1332	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/385/GCA_000593385.1_Stap_aure_M1332_V1
SAMN02360966	GCA_000573165.1	Homo sapiens	PRJNA220159	strain=M1331	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/165/GCA_000573165.1_Stap_aure_M1331_V1
SAMN02360965	GCA_000573185.1	Homo sapiens	PRJNA220158	strain=M1330	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/185/GCA_000573185.1_Stap_aure_M1330_V1
SAMN02360964	GCA_000573205.1	Homo sapiens	PRJNA220157	strain=M1329	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/205/GCA_000573205.1_Stap_aure_M1329_V1
SAMN02360963	GCA_000573225.1	Homo sapiens	PRJNA220156	strain=M1328	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/225/GCA_000573225.1_Stap_aure_M1328_V1
SAMN02360962	GCA_000573245.1	Homo sapiens	PRJNA220155	strain=M1326	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/245/GCA_000573245.1_Stap_aure_M1326_V1
SAMN02360961	GCA_000573265.1	Homo sapiens	PRJNA220154	strain=M1325	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/265/GCA_000573265.1_Stap_aure_M1325_V1
